"","lon","lat","velocity_u_10","velocity_v_10","vel","date","day"
"9511",124.910740256819,9.65688930428486,-670.357142857143,-135.410714285714,683.89674697498,2020-05-06,127
"9512",125.000571785231,9.65688930428486,-664.321428571429,-238.5,705.836532392015,2020-05-06,127
"9513",125.090403313643,9.65688930428486,-603.714285714286,-253.428571428571,654.749554861885,2020-05-06,127
"9514",125.180234842055,9.65688930428486,-483.321428571429,-254.25,546.115982018771,2020-05-06,127
"9515",125.270066370467,9.65688930428486,-306.160714285714,-222.785714285714,378.639482174977,2020-05-06,127
"9516",125.359897898879,9.65688930428486,-102.910714285714,-109.375,150.178246559866,2020-05-06,127
"9517",124.910740256819,9.74672083269681,-319.339285714286,-40.8214285714286,321.937833177653,2020-05-06,127
"9518",125.000571785231,9.74672083269681,-462.964285714286,-193.625,501.823246245069,2020-05-06,127
"9519",125.090403313643,9.74672083269681,-555.785714285714,-282.857142857143,623.623222362179,2020-05-06,127
"9520",125.180234842055,9.74672083269681,-601.839285714286,-375.75,709.505876176569,2020-05-06,127
"9521",125.270066370467,9.74672083269681,-512.357142857143,-473.571428571429,697.696022488245,2020-05-06,127
"9522",125.359897898879,9.74672083269681,-209.714285714286,-465.053571428571,510.151845954832,2020-05-06,127
"9523",124.910740256819,9.83655236110876,-106.267857142857,-1.19642857142857,106.274591991977,2020-05-06,127
"9524",125.000571785231,9.83655236110876,-194.178571428571,-80.7321428571429,210.292644884092,2020-05-06,127
"9525",125.090403313643,9.83655236110876,-298.553571428571,-155.178571428571,336.473808851993,2020-05-06,127
"9526",125.180234842055,9.83655236110876,-426.482142857143,-242.214285714286,490.463840033189,2020-05-06,127
"9527",125.270066370467,9.83655236110876,-491.321428571429,-352.017857142857,604.411546813029,2020-05-06,127
"9528",125.359897898879,9.83655236110876,-385.125,-633.928571428571,741.745710670759,2020-05-06,127
"9529",124.910740256819,9.5670577758729,-195.083333333333,-70.3333333333333,207.374744658606,2017-08-02,214
"9530",125.000571785231,9.5670577758729,-236.166666666667,-133.333333333333,271.205590322586,2017-08-02,214
"9531",125.090403313643,9.5670577758729,-226.666666666667,-166,280.951557706623,2017-08-02,214
"9532",125.180234842055,9.5670577758729,-183.916666666667,-180.5,257.692821548792,2017-08-02,214
