,date,Sal
892,5/8/2015,34.56725
893,3/17/2021,34.2458683
894,1/30/2019,34.2675997
895,12/14/2012,34.34144643
896,4/11/2017,34.21724405
897,3/23/2016,34.62104167
898,8/17/2019,34.20954464
899,2/6/2015,34.05655952
900,6/27/2016,34.45583333
901,5/13/2018,34.29074405
902,12/2/2015,34.33895833
903,6/4/2021,34.26970982
904,12/10/2019,34.14633929
905,12/9/2019,34.15981324
906,7/7/2017,34.14278274
907,9/6/2013,34.24853571
908,11/28/2017,33.97422222
909,11/30/2017,34.05838889
910,12/2/2016,34.3347381
911,9/15/2015,34.43654762
912,2/20/2014,34.35177381
913,11/29/2017,34.01089583
914,5/8/2014,34.45511905
915,10/29/2019,34.18851786
916,3/30/2015,34.59174306
917,1/21/2019,34.24958939
918,1/31/2013,34.15403571
919,6/18/2014,34.4517619
920,2/7/2020,34.25728051
921,11/22/2012,34.11160714
922,7/28/2015,34.34127976
923,5/20/2018,34.40397024
924,7/10/2014,34.29293452
925,8/24/2013,34.282125
926,11/25/2015,34.51595833
927,12/11/2013,34.25492857
928,4/13/2019,34.29566592
929,9/18/2020,34.15959375
930,10/19/2016,34.316725
931,4/19/2018,34.26419048
932,7/17/2014,34.35896429
933,3/3/2020,34.24736086
