"","date","temp","day"
"567","2019-06-08","29.077165922619",159
"568","2019-12-19","28.2152953869048",353
"569","2018-01-18","28.070994047619",18
"570","2019-09-05","28.9018020833333",248
"571","2018-03-29","27.9929345238095",88
"572","2012-04-27","28.581",118
"573","2016-01-15","27.6784047619048",15
"574","2012-05-24","29.2933273809524",145
"575","2013-04-16","28.3492797619048",106
"576","2014-06-14","29.9185773809524",165
"577","2021-08-13","29.4549888392857",225
"578","2021-04-03","28.1134546130952",93
"579","2015-05-04","28.2806904761905",124
"580","2018-12-04","28.3399866071429",338
"581","2012-09-28","28.5842738095238",272
"582","2021-06-30","29.5157514880952",181
"583","2012-05-09","29.0695416666667",130
"584","2018-03-23","28.0409583333333",82
"585","2013-07-06","28.604375",187
"586","2017-07-24","29.0130773809524",205
"587","2012-03-15","27.6140238095238",75
"588","2017-09-17","29.3601220238095",260
"589","2012-03-04","28.0374166666667",64
"590","2020-12-03","28.7023816964286",338
"591","2019-06-12","29.1601123511905",163
"592","2019-04-08","27.4984308035714",98
"593","2021-04-12","28.1364933035714",102
"594","2015-08-19","29.5710178571429",231
"595","2017-01-12","27.758630952381",12
"596","2014-04-30","28.3770892857143",120
"597","2013-01-15","27.4483095238095",15
"598","2021-03-28","28.1695126488095",87
"599","2012-08-17","29.1192023809524",230
"600","2014-12-21","27.7416488095238",355
"601","2020-12-31","28.523646577381",366
"602","2017-08-15","29.7228791666667",227
"603","2014-01-12","27.8502619047619",12
"604","2014-02-07","27.1914464285714",38
"605","2014-02-07","27.1914464285714",38
"606","2017-06-28","29.5790238095238",179
"607","2020-03-03","27.2500424107143",63
"608","2013-08-23","29.1634047619048",235
"609","2019-01-23","26.78445",23
"610","2018-09-05","28.9547380952381",248
"611","2015-07-27","29.3765952380952",208
"612","2014-11-21","28.7598928571429",325
"613","2017-03-16","27.1800714285714",75
"614","2014-01-24","27.3686547619048",24
"615","2014-04-08","28.04075",98
"616","2013-03-11","27.4491726190476",70
"617","2017-08-28","29.2711339285714",240
"618","2012-11-02","28.7623154761905",307
"619","2015-08-30","29.301494047619",242
"620","2017-12-26","27.6701547619048",360
"621","2018-02-14","27.4604345238095",45
"622","2013-01-28","26.9199107142857",28
"623","2020-03-29","27.9393616071429",89
"624","2016-06-03","29.0897261904762",155
"625","2014-11-29","28.8304761904762",333
"626","2020-05-28","29.1883861607143",149
"627","2013-09-20","29.2648988095238",263
"628","2013-05-24","29.5270892857143",144
"629","2018-12-06","28.3594211309524",340
"630","2014-05-26","29.432125",146
"631","2016-09-14","29.8151964285714",258
"632","2016-06-30","29.3107797619048",182
"633","2015-02-06","26.562619047619",37
"634","2021-07-02","29.6343950892857",183
"635","2012-06-07","29.125130952381",159
"636","2019-11-12","29.4000171130952",316
"637","2018-03-30","27.9646904761905",89
"638","2021-09-13","29.3026607142857",256
"639","2019-01-04","27.4410558035714",4
"640","2012-11-03","28.7485535714286",308
"641","2012-08-19","29.2722619047619",232
"642","2020-11-09","29.2713712797619",314
"643","2013-01-26","26.8048",26
"644","2012-11-30","28.2630773809524",335
"645","2014-09-25","29.053630952381",268
"646","2015-05-02","27.9880357142857",122
"647","2019-04-25","28.264494047619",115
"648","2020-05-12","28.6576480654762",133
"649","2018-03-14","27.9468833333333",73
"650","2018-07-20","28.8879642857143",201
"651","2020-07-23","29.2677142857143",205
"652","2019-01-06","27.4494828869048",6
"653","2015-04-09","27.6546904761905",99
"654","2020-01-07","27.857619047619",7
"655","2017-08-21","29.3702743055556",233
"656","2019-12-13","28.6445967261905",347
"657","2016-01-26","27.7235119047619",26
"658","2016-10-08","29.367619047619",282
"659","2012-11-02","28.7623154761905",307
"660","2014-06-04","29.7718988095238",155
"661","2019-07-10","29.5490111607143",191
"662","2013-07-03","28.7127416666667",184
"663","2015-09-12","29.49925",255
"664","2016-08-24","28.9901547619048",237
"665","2014-09-10","29.3539047619048",253
"666","2014-07-18","29.5908333333333",199
"667","2016-08-26","29.024494047619",239
"668","2015-03-24","27.5457797619048",83
"669","2016-02-15","27.3037142857143",46
"670","2013-01-15","27.4483095238095",15
"671","2018-02-27","27.3515535714286",58
"672","2015-11-11","28.6653928571429",315
"673","2017-01-09","27.7929583333333",9
"674","2018-04-25","28.5391369047619",115
"675","2013-08-29","28.9061785714286",241
"676","2013-06-15","29.0375654761905",166
"677","2021-04-29","28.3480974702381",119
"678","2013-10-30","29.0965535714286",303
"679","2020-10-30","29.475177672956",304
"680","2015-02-08","26.5189285714286",39
"681","2017-11-13","28.7946547619048",317
"682","2019-06-14","29.2819032738095",165
"683","2014-09-12","29.3163273809524",255
"684","2019-01-17","27.1092514880952",17
"685","2014-01-10","28.0092023809524",10
"686","2012-08-09","28.9649404761905",222
"687","2015-05-20","28.7581607142857",140
"688","2015-09-28","29.2569642857143",271
"689","2018-03-16","27.907125",75
"690","2017-02-19","26.3206153846154",50
"691","2017-06-03","29.4138779761905",154
"692","2021-10-12","29.3584724702381",285
"693","2012-07-01","29.2438214285714",183
"694","2018-10-09","29.1054352678571",282
"695","2016-07-04","28.9576071428571",186
"696","2017-04-17","27.9549464285714",107
"697","2012-01-25","27.7574226190476",25
"698","2018-09-26","29.0993506289308",269
"699","2019-11-09","29.2198214285714",313
"700","2015-04-26","27.9415714285714",116
"701","2016-07-16","29.4605138888889",198
"702","2020-08-22","29.3075074404762",235
"703","2016-12-08","28.3388928571429",343
"704","2021-01-18","27.9552023809524",18
"705","2021-01-14","28.1671674107143",14
"706","2015-08-05","29.4502916666667",217
